order_id,product_id,quantity,unit_price,line_total
620708,7,5,1.54,7.70
620708,9,3,1.51,4.53
620708,34,5,9.37,46.85
626453,19,4,9.43,37.72
626453,30,1,5.78,5.78
626984,8,3,4.72,14.16
626984,16,1,7.54,7.54
626984,26,3,4.09,12.27
670553,1,2,6.51,13.02
670553,25,4,1.53,6.12
670553,34,3,9.37,28.11
721711,13,4,3.98,15.92
738167,17,4,0.51,2.04
738167,26,2,4.09,8.18
749207,3,5,3.63,18.15
749207,7,3,1.54,4.62
753068,2,1,1.79,1.79
753068,14,3,6.56,19.68
753068,23,3,5.65,16.95
755658,9,0,1.51,0.00
755658,12,4,8.38,33.52
755658,21,4,3.97,15.88
782974,5,5,1.98,9.90
782974,20,1,7.42,7.42
782974,22,1,4.69,4.69
782974,23,3,5.65,16.95
782974,35,5,3.29,16.45
788728,8,5,4.72,23.60
788728,11,5,2.25,11.25
788728,15,5,5.65,28.25
788728,23,2,5.65,11.30
788728,32,2,4.21,8.42
810175,6,4,4.87,19.48
810175,12,1,8.38,8.38
810175,31,2,3.62,7.24
835001,5,2,1.98,3.96
835001,8,1,4.72,4.72
835001,19,5,9.43,47.15
835001,30,4,5.78,23.12
835001,35,0,3.29,0.00
873466,22,3,4.69,14.07
873466,30,2,5.78,11.56
873466,31,1,3.62,3.62
873466,36,1,8.56,8.56
916908,16,1,7.54,7.54
916908,23,5,5.65,28.25
916908,26,5,4.09,20.45
916908,28,2,9.16,18.32
919746,7,5,1.54,7.70
919746,8,3,4.72,14.16
919746,21,1,3.97,3.97
919746,25,4,1.53,6.12
919746,31,5,3.62,18.10
921496,2,4,1.79,7.16
921496,4,5,4.28,21.40
921496,5,0,1.98,0.00
921496,6,2,4.87,9.74
921496,16,3,7.54,22.62
936269,11,4,2.25,9.00
936269,12,5,8.38,41.90
942063,1,4,6.51,26.04
942063,21,1,3.97,3.97
945714,19,4,9.43,37.72
945714,25,3,1.53,4.59
964079,24,5,7.41,37.05
964079,35,4,3.29,13.16
964284,21,2,3.97,7.94
964284,22,4,4.69,18.76
964284,29,1,3.09,3.09
972899,33,3,9.95,29.85
981386,6,4,4.87,19.48
981386,9,5,1.51,7.55
983242,16,4,7.54,30.16
983242,23,5,5.65,28.25
983242,26,3,4.09,12.27
983242,27,3,6.33,18.99
996627,29,1,3.09,3.09
1002949,9,0,1.51,0.00
1002949,28,2,9.16,18.32
1003276,11,3,2.25,6.75
1003276,23,2,5.65,11.30
1003276,31,5,3.62,18.10
1003481,9,2,1.51,3.02
1003481,14,5,6.56,32.80
1013182,2,2,1.79,3.58
1013182,12,5,8.38,41.90
1013182,13,2,3.98,7.96
1013182,14,5,6.56,32.80
1013182,21,4,3.97,15.88
1016054,5,2,1.98,3.96
1018138,10,1,6.29,6.29
1018138,16,4,7.54,30.16
1018138,34,3,9.37,28.11
1018138,35,5,3.29,16.45
1029112,3,4,3.63,14.52
1035867,5,1,1.98,1.98
1035867,8,4,4.72,18.88
1035867,18,5,8.74,43.70
1035867,24,3,7.41,22.23
1042581,8,2,4.72,9.44
1042581,21,4,3.97,15.88
1042581,26,4,4.09,16.36
1043366,24,1,7.41,7.41
1043366,25,5,1.53,7.65
1043366,28,1,9.16,9.16
1043980,6,4,4.87,19.48
1043980,21,3,3.97,11.91
1052005,20,1,7.42,7.42
1052005,35,1,3.29,3.29
1080939,2,5,1.79,8.95
1080939,25,3,1.53,4.59
1080939,26,4,4.09,16.36
1080939,29,1,3.09,3.09
1085010,1,4,6.51,26.04
1085076,7,5,1.54,7.70
1085076,13,2,3.98,7.96
1085076,23,2,5.65,11.30
1085076,24,3,7.41,22.23
1087222,11,2,2.25,4.50
1087222,15,5,5.65,28.25
1087222,35,2,3.29,6.58
1087811,13,3,3.98,11.94
1087811,26,2,4.09,8.18
1090161,2,4,1.79,7.16
1090161,3,2,3.63,7.26
1090161,18,1,8.74,8.74
1090161,20,4,7.42,29.68
1090161,32,3,4.21,12.63
1097187,11,2,2.25,4.50
1097187,15,1,5.65,5.65
1097187,29,2,3.09,6.18
1106598,16,5,7.54,37.70
1148233,13,5,3.98,19.90
1148233,30,5,5.78,28.90
1150526,6,5,4.87,24.35
1150526,29,4,3.09,12.36
1165781,9,5,1.51,7.55
1165781,10,5,6.29,31.45
1165781,20,5,7.42,37.10
1165781,22,2,4.69,9.38
1165781,31,1,3.62,3.62
1180279,1,1,6.51,6.51
1180279,5,4,1.98,7.92
1180279,15,3,5.65,16.95
1180279,32,5,4.21,21.05
1186732,15,2,5.65,11.30
1200947,35,2,3.29,6.58
1213508,16,3,7.54,22.62
1213508,22,3,4.69,14.07
1213722,3,3,3.63,10.89
1213722,8,1,4.72,4.72
1213722,10,1,6.29,6.29
1213722,23,4,5.65,22.60
1222553,20,2,7.42,14.84
1222553,26,2,4.09,8.18
1229184,2,1,1.79,1.79
1229184,10,1,6.29,6.29
1229184,27,3,6.33,18.99
1229184,31,4,3.62,14.48
1229742,17,3,0.51,1.53
1229742,26,4,4.09,16.36
1229742,29,1,3.09,3.09
1234343,10,4,6.29,25.16
1245123,8,5,4.72,23.60
1245123,17,5,0.51,2.55
1245123,20,3,7.42,22.26
1245123,30,5,5.78,28.90
1245123,32,4,4.21,16.84
1250796,5,5,1.98,9.90
1250796,35,4,3.29,13.16
1257798,1,2,6.51,13.02
1257798,5,4,1.98,7.92
1257798,8,2,4.72,9.44
1257798,16,1,7.54,7.54
1257798,24,5,7.41,37.05
1261731,2,1,1.79,1.79
1261731,4,2,4.28,8.56
1261731,16,5,7.54,37.70
1261731,33,3,9.95,29.85
1261731,35,3,3.29,9.87
1269449,5,2,1.98,3.96
1269449,13,3,3.98,11.94
1284414,2,3,1.79,5.37
1284414,12,1,8.38,8.38
1284414,13,1,3.98,3.98
1294571,12,5,8.38,41.90
1294571,19,3,9.43,28.29
1294571,28,4,9.16,36.64
1306776,35,3,3.29,9.87
1309035,19,2,9.43,18.86
1309035,29,1,3.09,3.09
1326916,5,2,1.98,3.96
1326916,12,3,8.38,25.14
1326916,17,1,0.51,0.51
1326916,23,1,5.65,5.65
1326916,27,1,6.33,6.33
1330148,4,2,4.28,8.56
1330148,35,3,3.29,9.87
1336615,33,4,9.95,39.80
1341375,12,5,8.38,41.90
1385690,5,2,1.98,3.96
1385690,29,4,3.09,12.36
1385690,36,2,8.56,17.12
1417791,2,2,1.79,3.58
1420556,7,2,1.54,3.08
1420556,11,1,2.25,2.25
1420556,14,5,6.56,32.80
1428623,10,1,6.29,6.29
1447264,24,1,7.41,7.41
1447264,32,1,4.21,4.21
1451208,2,5,1.79,8.95
1451208,24,4,7.41,29.64
1451208,27,3,6.33,18.99
1451208,28,4,9.16,36.64
1451208,31,5,3.62,18.10
1457193,3,1,3.63,3.63
1457193,14,5,6.56,32.80
1457193,17,5,0.51,2.55
1457193,26,1,4.09,4.09
1457193,29,5,3.09,15.45
1469676,3,3,3.63,10.89
1469676,9,1,1.51,1.51
1469676,12,3,8.38,25.14
1469676,18,2,8.74,17.48
1469676,31,4,3.62,14.48
1470886,25,2,1.53,3.06
1470886,32,4,4.21,16.84
1480073,33,3,9.95,29.85
1499301,12,4,8.38,33.52
1499301,13,4,3.98,15.92
1499301,25,2,1.53,3.06
1504740,6,5,4.87,24.35
1504740,9,5,1.51,7.55
1504740,19,1,9.43,9.43
1504740,25,4,1.53,6.12
1504740,32,1,4.21,4.21
1524330,27,1,6.33,6.33
1531641,23,3,5.65,16.95
1531641,24,5,7.41,37.05
1531641,25,4,1.53,6.12
1531641,32,1,4.21,4.21
1531795,5,4,1.98,7.92
1531795,15,4,5.65,22.60
1531795,16,2,7.54,15.08
1531795,29,5,3.09,15.45
1534055,6,5,4.87,24.35
1534055,24,3,7.41,22.23
1539987,12,5,8.38,41.90
1539987,18,4,8.74,34.96
1539987,21,5,3.97,19.85
1539987,27,3,6.33,18.99
1539987,28,2,9.16,18.32
1542978,10,2,6.29,12.58
1542978,19,5,9.43,47.15
1544095,4,1,4.28,4.28
1544095,35,1,3.29,3.29
1548431,1,4,6.51,26.04
1548431,2,4,1.79,7.16
1548431,4,1,4.28,4.28
1548431,15,3,5.65,16.95
1548431,30,5,5.78,28.90
1560139,9,1,1.51,1.51
1560139,13,1,3.98,3.98
1570419,2,2,1.79,3.58
1570419,6,2,4.87,9.74
1573034,6,2,4.87,9.74
1573034,20,5,7.42,37.10
1573034,27,3,6.33,18.99
1600082,18,5,8.74,43.70
1600082,36,1,8.56,8.56
1607531,14,3,6.56,19.68
1607531,22,3,4.69,14.07
1641234,6,1,4.87,4.87
1641234,12,1,8.38,8.38
1641234,15,2,5.65,11.30
1641234,17,2,0.51,1.02
1641234,36,4,8.56,34.24
1644035,4,1,4.28,4.28
1644035,10,1,6.29,6.29
1644035,16,3,7.54,22.62
1644035,32,3,4.21,12.63
1644768,1,3,6.51,19.53
1644768,15,5,5.65,28.25
1644768,29,5,3.09,15.45
1644768,33,4,9.95,39.80
1647507,23,5,5.65,28.25
1654710,10,5,6.29,31.45
1654710,12,2,8.38,16.76
1654710,13,5,3.98,19.90
1654710,22,4,4.69,18.76
1654710,33,5,9.95,49.75
1658121,13,5,3.98,19.90
1658121,16,5,7.54,37.70
1658121,23,5,5.65,28.25
1658121,33,5,9.95,49.75
1668875,18,4,8.74,34.96
1668875,24,5,7.41,37.05
1668875,28,1,9.16,9.16
1668875,34,1,9.37,9.37
1691882,9,2,1.51,3.02
1691882,14,4,6.56,26.24
1691882,20,4,7.42,29.68
1692082,18,5,8.74,43.70
1692082,22,5,4.69,23.45
1696792,8,1,4.72,4.72
1696792,14,1,6.56,6.56
1696792,25,1,1.53,1.53
1696792,32,1,4.21,4.21
1709653,20,1,7.42,7.42
1722542,16,2,7.54,15.08
1722542,18,5,8.74,43.70
1730658,4,3,4.28,12.84
1730658,7,3,1.54,4.62
1730658,11,2,2.25,4.50
1730658,23,3,5.65,16.95
1730841,33,5,9.95,49.75
1733834,1,3,6.51,19.53
1733834,28,4,9.16,36.64
1739347,8,4,4.72,18.88
1739347,29,2,3.09,6.18
1748685,19,3,9.43,28.29
1748788,8,5,4.72,23.60
1748788,11,4,2.25,9.00
1748788,12,5,8.38,41.90
1748788,19,5,9.43,47.15
1775124,4,5,4.28,21.40
1775124,5,5,1.98,9.90
1775124,28,3,9.16,27.48
1775124,31,4,3.62,14.48
1775124,32,5,4.21,21.05
1776988,25,3,1.53,4.59
1786728,11,1,2.25,2.25
1786728,22,5,4.69,23.45
1786728,29,4,3.09,12.36
1786728,30,5,5.78,28.90
1786728,35,5,3.29,16.45
1795267,2,3,1.79,5.37
1795267,6,5,4.87,24.35
1795267,8,4,4.72,18.88
1799038,8,1,4.72,4.72
1799061,30,2,5.78,11.56
1864732,13,2,3.98,7.96
1864732,36,4,8.56,34.24
1871097,16,1,7.54,7.54
1871097,17,3,0.51,1.53
1871097,19,1,9.43,9.43
1871097,24,4,7.41,29.64
1871097,35,1,3.29,3.29
1874305,8,2,4.72,9.44
1874305,11,3,2.25,6.75
1874305,23,2,5.65,11.30
1874305,28,3,9.16,27.48
1877537,14,3,6.56,19.68
1877537,16,4,7.54,30.16
1877537,20,3,7.42,22.26
1877537,25,2,1.53,3.06
1877537,27,5,6.33,31.65
1881102,20,4,7.42,29.68
1881102,25,1,1.53,1.53
1881813,2,4,1.79,7.16
1881813,15,1,5.65,5.65
1881813,21,4,3.97,15.88
1881813,23,1,5.65,5.65
1882050,9,4,1.51,6.04
1882050,33,3,9.95,29.85
1894368,3,2,3.63,7.26
1894368,11,5,2.25,11.25
1894368,19,3,9.43,28.29
1894368,22,2,4.69,9.38
1894981,2,1,1.79,1.79
1894981,14,4,6.56,26.24
1909557,19,3,9.43,28.29
1909557,32,3,4.21,12.63
1918579,24,1,7.41,7.41
1922905,33,3,9.95,29.85
1951081,2,3,1.79,5.37
1952863,18,4,8.74,34.96
1969934,33,3,9.95,29.85
1969934,36,5,8.56,42.80
1976823,17,3,0.51,1.53
1976823,25,1,1.53,1.53
1976823,32,1,4.21,4.21
1976823,34,3,9.37,28.11
1977521,5,2,1.98,3.96
1977521,18,2,8.74,17.48
1977521,19,1,9.43,9.43
1977521,20,5,7.42,37.10
1991461,13,2,3.98,7.96
1991461,18,4,8.74,34.96
2012663,7,1,1.54,1.54
2012663,25,1,1.53,1.53
2012663,31,3,3.62,10.86
2020150,31,5,3.62,18.10
2020150,35,1,3.29,3.29
2022013,4,4,4.28,17.12
2022013,20,3,7.42,22.26
2022013,23,3,5.65,16.95
2022013,27,1,6.33,6.33
2022013,29,3,3.09,9.27
2024745,30,3,5.78,17.34
2024745,31,2,3.62,7.24
2024745,32,1,4.21,4.21
2040669,10,4,6.29,25.16
2040669,15,1,5.65,5.65
2040669,21,2,3.97,7.94
2040669,24,4,7.41,29.64
2048445,8,2,4.72,9.44
2048445,9,5,1.51,7.55
2048445,10,5,6.29,31.45
2048445,18,1,8.74,8.74
2051912,8,2,4.72,9.44
2051912,30,2,5.78,11.56
2057913,20,3,7.42,22.26
2080681,18,4,8.74,34.96
2117254,1,4,6.51,26.04
2117254,33,4,9.95,39.80
2162609,5,5,1.98,9.90
2162609,16,3,7.54,22.62
2162609,26,3,4.09,12.27
2162609,28,4,9.16,36.64
2163191,36,5,8.56,42.80
2166751,32,1,4.21,4.21
2166751,34,5,9.37,46.85
2167434,9,2,1.51,3.02
2167434,30,5,5.78,28.90
2172565,5,4,1.98,7.92
2172565,8,5,4.72,23.60
2172565,13,4,3.98,15.92
2172565,27,3,6.33,18.99
2172565,32,2,4.21,8.42
2172683,3,4,3.63,14.52
2172683,15,2,5.65,11.30
2172683,24,2,7.41,14.82
2179403,4,4,4.28,17.12
2179403,10,1,6.29,6.29
2179403,19,2,9.43,18.86
2180204,11,5,2.25,11.25
2180204,16,1,7.54,7.54
2185005,6,4,4.87,19.48
2185005,8,3,4.72,14.16
2185005,19,5,9.43,47.15
2185005,25,1,1.53,1.53
2185005,30,1,5.78,5.78
2187814,8,5,4.72,23.60
2187814,14,5,6.56,32.80
2187814,15,4,5.65,22.60
2187814,27,1,6.33,6.33
2201523,14,5,6.56,32.80
2201523,32,5,4.21,21.05
2206758,14,2,6.56,13.12
2206758,26,1,4.09,4.09
2206758,36,2,8.56,17.12
2206994,12,3,8.38,25.14
2206994,33,3,9.95,29.85
2215230,2,3,1.79,5.37
2215230,28,1,9.16,9.16
2215230,35,1,3.29,3.29
2225823,19,2,9.43,18.86
2226582,17,4,0.51,2.04
2228014,5,1,1.98,1.98
2228014,11,1,2.25,2.25
2228014,17,3,0.51,1.53
2235366,6,4,4.87,19.48
2235366,8,5,4.72,23.60
2235366,23,3,5.65,16.95
2235366,33,5,9.95,49.75
2249003,9,1,1.51,1.51
2249003,16,1,7.54,7.54
2249003,36,5,8.56,42.80
2279050,32,3,4.21,12.63
2282382,20,3,7.42,22.26
2282965,15,1,5.65,5.65
2282965,27,3,6.33,18.99
2298068,27,4,6.33,25.32
2298068,32,5,4.21,21.05
2298068,36,1,8.56,8.56
2338033,3,5,3.63,18.15
2338033,13,2,3.98,7.96
2338033,31,3,3.62,10.86
2338754,12,5,8.38,41.90
2338754,19,1,9.43,9.43
2340451,1,2,6.51,13.02
2340451,11,3,2.25,6.75
2340451,26,5,4.09,20.45
2340451,30,5,5.78,28.90
2340451,31,4,3.62,14.48
2358234,4,5,4.28,21.40
2358234,18,3,8.74,26.22
2358234,25,3,1.53,4.59
2359849,8,5,4.72,23.60
2375054,13,1,3.98,3.98
2375054,31,4,3.62,14.48
2401751,4,1,4.28,4.28
2401751,24,4,7.41,29.64
2401751,26,1,4.09,4.09
2401751,28,1,9.16,9.16
2416729,10,5,6.29,31.45
2416729,14,5,6.56,32.80
2416729,23,4,5.65,22.60
2431776,33,2,9.95,19.90
2438176,36,2,8.56,17.12
2442300,9,5,1.51,7.55
2442300,19,4,9.43,37.72
2442300,32,4,4.21,16.84
2442300,36,2,8.56,17.12
2450391,15,3,5.65,16.95
2451547,10,2,6.29,12.58
2460741,5,5,1.98,9.90
2460741,21,3,3.97,11.91
2464989,4,4,4.28,17.12
2464989,32,1,4.21,4.21
2464989,33,3,9.95,29.85
2465474,2,1,1.79,1.79
2468303,17,2,0.51,1.02
2474139,11,2,2.25,4.50
2474139,26,3,4.09,12.27
2474139,31,1,3.62,3.62
2478063,7,2,1.54,3.08
2489219,1,1,6.51,6.51
2489219,8,5,4.72,23.60
2489219,14,5,6.56,32.80
2489219,25,3,1.53,4.59
2494887,2,5,1.79,8.95
2494887,3,1,3.63,3.63
2494887,4,5,4.28,21.40
2494887,22,4,4.69,18.76
2512395,3,4,3.63,14.52
2512395,11,3,2.25,6.75
2512395,29,4,3.09,12.36
2512395,30,2,5.78,11.56
2516120,33,2,9.95,19.90
2523119,9,1,1.51,1.51
2523119,32,3,4.21,12.63
2523119,35,5,3.29,16.45
2523119,36,4,8.56,34.24
2523471,3,3,3.63,10.89
2523471,15,2,5.65,11.30
2523471,26,3,4.09,12.27
2523569,16,2,7.54,15.08
2523569,24,1,7.41,7.41
2560276,12,3,8.38,25.14
2560276,31,4,3.62,14.48
2571999,13,3,3.98,11.94
2616953,23,3,5.65,16.95
2616953,25,2,1.53,3.06
2621431,1,1,6.51,6.51
2621431,9,1,1.51,1.51
2621431,11,5,2.25,11.25
2621431,24,5,7.41,37.05
2621640,8,5,4.72,23.60
2621640,15,5,5.65,28.25
2621640,20,3,7.42,22.26
2621640,27,5,6.33,31.65
2622309,18,1,8.74,8.74
2622309,30,5,5.78,28.90
2622309,35,4,3.29,13.16
2628886,9,3,1.51,4.53
2628886,13,2,3.98,7.96
2628886,22,1,4.69,4.69
2628886,23,4,5.65,22.60
2668382,3,5,3.63,18.15
2668382,8,3,4.72,14.16
2668382,10,2,6.29,12.58
2668382,12,2,8.38,16.76
2668382,13,4,3.98,15.92
2680615,2,1,1.79,1.79
2680615,12,3,8.38,25.14
2680615,15,4,5.65,22.60
2695543,1,3,6.51,19.53
2695543,11,5,2.25,11.25
2697425,5,5,1.98,9.90
2703606,14,1,6.56,6.56
2703606,21,3,3.97,11.91
2705750,1,3,6.51,19.53
2705750,3,2,3.63,7.26
2705750,19,2,9.43,18.86
2705750,28,4,9.16,36.64
2706986,9,2,1.51,3.02
2706986,12,5,8.38,41.90
2725858,18,2,8.74,17.48
2725858,23,2,5.65,11.30
2725858,24,2,7.41,14.82
2730377,3,5,3.63,18.15
2730377,9,1,1.51,1.51
2730377,33,4,9.95,39.80
2737263,23,5,5.65,28.25
2749254,8,2,4.72,9.44
2749254,12,1,8.38,8.38
2761920,10,4,6.29,25.16
2761920,26,5,4.09,20.45
2788125,19,2,9.43,18.86
2788125,28,3,9.16,27.48
2793375,19,1,9.43,9.43
2793375,25,3,1.53,4.59
2802739,3,4,3.63,14.52
2802739,21,1,3.97,3.97
2802739,25,5,1.53,7.65
2803196,29,2,3.09,6.18
2804811,6,4,4.87,19.48
2804811,15,4,5.65,22.60
2812576,3,1,3.63,3.63
2812576,9,1,1.51,1.51
2815032,13,5,3.98,19.90
2815032,14,4,6.56,26.24
2815032,15,1,5.65,5.65
2816323,35,2,3.29,6.58
2827862,28,4,9.16,36.64
2828494,5,4,1.98,7.92
2828494,21,2,3.97,7.94
2828494,31,3,3.62,10.86
2831577,7,3,1.54,4.62
2831577,13,2,3.98,7.96
2831577,23,3,5.65,16.95
2834169,13,2,3.98,7.96
2834169,20,3,7.42,22.26
2837035,10,1,6.29,6.29
2837035,30,1,5.78,5.78
2841145,11,4,2.25,9.00
2841145,13,4,3.98,15.92
2841145,20,1,7.42,7.42
2841145,35,3,3.29,9.87
2841890,11,3,2.25,6.75
2855802,4,2,4.28,8.56
2855802,6,1,4.87,4.87
2855802,32,4,4.21,16.84
2874999,17,5,0.51,2.55
2874999,18,3,8.74,26.22
2886319,3,2,3.63,7.26
2886319,31,1,3.62,3.62
2909092,32,1,4.21,4.21
2914907,7,2,1.54,3.08
2914907,9,0,1.51,0.00
2914907,22,5,4.69,23.45
2926815,2,2,1.79,3.58
2926815,3,3,3.63,10.89
2926815,14,1,6.56,6.56
2926815,35,0,3.29,0.00
2927582,26,1,4.09,4.09
2927582,31,2,3.62,7.24
2927582,32,2,4.21,8.42
2928311,8,2,4.72,9.44
2928311,16,2,7.54,15.08
2928311,24,2,7.41,14.82
2928959,4,3,4.28,12.84
2928959,12,4,8.38,33.52
2929510,10,2,6.29,12.58
2929510,16,1,7.54,7.54
2929510,17,3,0.51,1.53
2929510,29,2,3.09,6.18
2929510,31,5,3.62,18.10
2937790,25,2,1.53,3.06
2952375,3,4,3.63,14.52
2952375,4,2,4.28,8.56
2952375,8,2,4.72,9.44
2952375,16,4,7.54,30.16
2952375,29,5,3.09,15.45
2954558,3,4,3.63,14.52
2960874,2,5,1.79,8.95
2960874,7,2,1.54,3.08
2960874,32,5,4.21,21.05
2981087,1,2,6.51,13.02
2981087,27,2,6.33,12.66
2981087,32,2,4.21,8.42
2991710,2,5,1.79,8.95
2991710,4,4,4.28,17.12
2991710,26,4,4.09,16.36
2994929,15,1,5.65,5.65
2994929,24,2,7.41,14.82
2994929,25,2,1.53,3.06
2994929,28,4,9.16,36.64
2994929,36,1,8.56,8.56
3012233,2,2,1.79,3.58
3012233,35,5,3.29,16.45
3012233,36,1,8.56,8.56
3012848,14,1,6.56,6.56
3012848,28,5,9.16,45.80
3016724,7,5,1.54,7.70
3016724,9,5,1.51,7.55
3016724,23,5,5.65,28.25
3016724,35,5,3.29,16.45
3037263,4,2,4.28,8.56
3037263,26,2,4.09,8.18
3037263,27,4,6.33,25.32
3037263,34,3,9.37,28.11
3071346,7,1,1.54,1.54
3071346,16,4,7.54,30.16
3071346,33,1,9.95,9.95
3071346,35,0,3.29,0.00
3087415,1,2,6.51,13.02
3087415,16,4,7.54,30.16
3087415,21,1,3.97,3.97
3103317,1,3,6.51,19.53
3103317,2,1,1.79,1.79
3107621,26,2,4.09,8.18
3115046,5,5,1.98,9.90
3115046,8,2,4.72,9.44
3115046,25,3,1.53,4.59
3115046,28,3,9.16,27.48
3122756,16,3,7.54,22.62
3136281,13,5,3.98,19.90
3136281,16,4,7.54,30.16
3136281,22,1,4.69,4.69
3136281,23,1,5.65,5.65
3136281,35,3,3.29,9.87
3139230,18,5,8.74,43.70
3139467,2,2,1.79,3.58
3139467,30,2,5.78,11.56
3139467,31,3,3.62,10.86
3139467,33,1,9.95,9.95
3139467,34,1,9.37,9.37
3145242,33,4,9.95,39.80
3145242,35,3,3.29,9.87
3147670,15,3,5.65,16.95
3147670,17,5,0.51,2.55
3147670,23,1,5.65,5.65
3147670,26,3,4.09,12.27
3147670,31,1,3.62,3.62
3152580,4,4,4.28,17.12
3152580,20,2,7.42,14.84
3152580,27,4,6.33,25.32
3152580,29,5,3.09,15.45
3152580,30,2,5.78,11.56
3211702,5,3,1.98,5.94
3211702,22,2,4.69,9.38
3211702,26,5,4.09,20.45
3211702,27,5,6.33,31.65
3211702,32,1,4.21,4.21
3225227,10,4,6.29,25.16
3225227,16,2,7.54,15.08
3225227,18,4,8.74,34.96
