order_id,customer_id,order_date,order_total,num_items
1336615,25,2024-02-09,39.80,1
1341375,21,2024-02-04,41.90,1
1385690,17,2024-02-01,33.44,3
1417791,2,2024-02-09,3.58,1
1420556,10,2024-02-10,38.13,3
1428623,5,2024-02-05,6.29,1
1447264,14,2024-02-08,11.62,2
1451208,14,2024-02-01,112.32,5
1457193,26,2024-02-01,58.52,5
1460665,22,2024-02-05,0.00,0
1469676,22,2024-02-01,69.50,5
1470886,25,2024-02-01,19.90,2
1480073,12,2024-02-02,29.85,1
1499301,17,2024-02-10,52.50,3
1504740,22,2024-02-04,51.66,5
1507738,11,2024-02-09,0.00,0
1524330,8,2024-02-01,6.33,1
1531641,10,2024-02-09,64.33,4
1531795,5,2024-02-01,61.05,4
1534055,28,2024-02-08,46.58,2
1539987,6,2024-02-04,134.02,5
1542978,25,2024-02-01,59.73,2
1544095,15,2024-02-08,7.57,2
1548431,7,2024-02-08,83.33,5
1560139,27,2024-02-01,5.49,2
1570419,8,2024-02-10,13.32,2
1573034,29,2024-02-02,65.83,3
1600082,21,2024-02-08,52.26,2
1607531,10,2024-02-03,33.75,2
1641234,12,2024-02-04,59.81,5
1644035,21,2024-02-01,45.82,4
1644768,7,2024-02-01,103.03,4
1647507,4,2024-02-08,28.25,1
1654710,26,2024-02-06,136.62,5
1658121,29,2024-02-07,135.60,4
1668875,6,2024-02-09,90.54,4
1691882,18,2024-02-02,58.94,3
1692082,29,2024-02-08,67.15,2
1696792,5,2024-02-06,17.02,4
1709653,18,2024-02-06,7.42,1
1722542,14,2024-02-06,58.78,2
1730658,6,2024-02-08,38.91,4
1730841,1,2024-02-04,49.75,1
1733834,20,2024-02-05,56.17,2
1739347,10,2024-02-01,25.06,2
1748685,9,2024-02-03,28.29,1
1748788,27,2024-02-06,121.65,4
1775124,11,2024-02-05,94.31,5
1776988,8,2024-02-02,4.59,1
1786728,14,2024-02-02,83.41,5
1790356,3,2024-02-02,0.00,0
1795267,30,2024-02-10,48.60,3
1799038,18,2024-02-06,4.72,1
1799061,8,2024-02-02,11.56,1
1864732,12,2024-02-09,42.20,2
1871097,3,2024-02-09,51.43,5
1874305,21,2024-02-02,54.97,4
1877537,26,2024-02-02,106.81,5
1881102,19,2024-02-02,31.21,2
1881813,8,2024-02-09,34.34,4
1882050,25,2024-02-01,35.89,2
1894368,25,2024-02-04,56.18,4
1894981,6,2024-02-02,28.03,2
1909557,13,2024-02-02,40.92,2
1918579,19,2024-02-04,7.41,1
1922905,27,2024-02-08,29.85,1
1951081,21,2024-02-01,5.37,1
1952863,14,2024-02-09,34.96,1
1969934,10,2024-02-01,72.65,2
1976823,20,2024-02-01,35.38,4
1977521,5,2024-02-01,67.97,4
1991461,16,2024-02-06,42.92,2
2012663,6,2024-02-02,13.93,3
2020150,5,2024-02-03,21.39,2
2022013,5,2024-02-06,71.93,5
2024745,12,2024-02-02,28.79,3
2040669,14,2024-02-08,68.39,4
2048445,19,2024-02-03,57.18,4
2051912,29,2024-02-10,21.00,2
2057913,9,2024-02-01,22.26,1
2080681,12,2024-02-08,34.96,1
2117254,21,2024-02-06,65.84,2
2162609,8,2024-02-09,81.43,4
2163191,14,2024-02-01,42.80,1
2166751,18,2024-02-01,51.06,2
2167434,25,2024-02-01,31.92,2
2172565,1,2024-02-01,74.85,5
2172683,23,2024-02-09,40.64,3
2179403,7,2024-02-02,42.27,3
2180204,11,2024-02-08,18.79,2
2185005,17,2024-02-06,88.10,5
2187814,26,2024-02-08,85.33,4
2201523,7,2024-02-01,53.85,2
2206758,25,2024-02-10,34.33,3
2206994,18,2024-02-04,54.99,2
2215230,5,2024-02-04,17.82,3
2225823,14,2024-02-04,18.86,1
2226582,2,2024-02-01,2.04,1
2228014,7,2024-02-10,5.76,3
2235366,1,2024-02-09,109.78,4
2249003,21,2024-02-08,51.85,3
2279050,15,2024-02-08,12.63,1
2282382,3,2024-02-02,22.26,1
2282965,5,2024-02-10,24.64,2
2298068,12,2024-02-01,54.93,3
2338033,24,2024-02-02,36.97,3
2338754,20,2024-02-06,51.33,2
2340451,27,2024-02-01,83.60,5
2358234,22,2024-02-02,52.21,3
2359849,14,2024-02-09,23.60,1
2375054,3,2024-02-07,18.46,2
2401751,11,2024-02-06,47.17,4
2416729,2,2024-02-06,86.85,3
2431776,8,2024-02-01,19.90,1
2438176,10,2024-02-09,17.12,1
2442300,19,2024-02-04,79.23,4
2450391,7,2024-02-06,16.95,1
2451547,25,2024-02-06,12.58,1
2460741,29,2024-02-06,21.81,2
2464989,12,2024-02-02,51.18,3
2465474,2,2024-02-01,1.79,1
2468303,3,2024-02-01,1.02,1
2474139,13,2024-02-08,20.39,3
2478063,15,2024-02-02,3.08,1
2489219,1,2024-02-08,67.50,4
2494887,1,2024-02-02,52.74,4
2512395,6,2024-02-09,45.19,4
2516120,13,2024-02-05,19.90,1
2523119,29,2024-02-04,64.83,4
2523471,19,2024-02-10,34.46,3
2523569,30,2024-02-04,22.49,2
2560276,7,2024-02-08,39.62,2
2571999,23,2024-02-01,11.94,1
2616953,12,2024-02-04,20.01,2
2621431,10,2024-02-08,56.32,4
2621640,17,2024-02-09,105.76,4
2622309,25,2024-02-08,50.80,3
2628886,14,2024-02-09,39.78,4
2652521,27,2024-02-09,0.00,0
2668382,1,2024-02-01,77.57,5
2680615,18,2024-02-02,49.53,3
2695543,15,2024-02-03,30.78,2
2697425,10,2024-02-01,9.90,1
2703606,17,2024-02-06,18.47,2
2705750,10,2024-02-05,82.29,4
2706986,11,2024-02-09,44.92,2
2725858,14,2024-02-01,43.60,3
2730377,7,2024-02-09,59.46,3
2737263,23,2024-02-01,28.25,1
2749254,21,2024-02-06,17.82,2
2761920,30,2024-02-09,45.61,2
2788125,7,2024-02-08,46.34,2
2793375,22,2024-02-03,14.02,2
2802739,29,2024-02-01,26.14,3
2803196,25,2024-02-02,6.18,1
2804811,4,2024-02-01,42.08,2
2812576,14,2024-02-01,5.14,2
2815032,22,2024-02-02,51.79,3
2816323,16,2024-02-08,6.58,1
2827862,4,2024-02-02,36.64,1
2828494,23,2024-02-01,26.72,3
2831577,24,2024-02-06,29.53,3
2834169,17,2024-02-03,30.22,2
2837035,27,2024-02-09,12.07,2
2841145,14,2024-02-02,42.21,4
2841890,12,2024-02-05,6.75,1
2855802,13,2024-02-02,30.27,3
2874999,8,2024-02-02,28.77,2
2886319,21,2024-02-08,10.88,2
2909092,16,2024-02-03,4.21,1
2914907,14,2024-02-10,26.53,2
2926815,6,2024-02-10,21.03,3
2927582,8,2024-02-05,19.75,3
2928311,10,2024-02-02,39.34,3
2928959,16,2024-02-08,46.36,2
2929510,19,2024-02-02,45.93,5
2937790,3,2024-02-06,3.06,1
2952375,7,2024-02-06,78.13,5
2954558,10,2024-02-08,14.52,1
2960874,30,2024-02-01,33.08,3
2981087,2,2024-02-02,34.10,3
2991710,4,2024-02-10,42.43,3
2994929,24,2024-02-10,68.73,5
3012233,13,2024-02-03,28.59,3
3012848,24,2024-02-09,52.36,2
3016724,24,2024-02-08,59.95,4
3037263,11,2024-02-02,70.17,4
3071346,7,2024-02-10,41.65,3
3087415,9,2024-02-08,47.15,3
3103317,30,2024-02-03,21.32,2
3107621,8,2024-02-03,8.18,1
3115046,15,2024-02-08,51.41,4
3122756,26,2024-02-01,22.62,1
3136281,14,2024-02-01,70.27,5
3139230,20,2024-02-08,43.70,1
3139467,14,2024-02-01,45.32,5
3145242,11,2024-02-06,49.67,2
3147670,23,2024-02-04,41.04,5
3152580,10,2024-02-10,84.29,5
3192615,15,2024-02-04,0.00,0
3211702,11,2024-02-06,71.63,5
3225227,25,2024-02-08,85.15,4
3256313,11,2024-02-01,34.44,3
3263259,22,2024-02-06,48.67,3
3282152,20,2024-02-06,29.67,3
3287271,19,2024-02-08,95.51,4
3316347,24,2024-02-01,34.53,2
3317049,14,2024-02-01,73.78,4
3318862,8,2024-02-04,41.20,3
3334848,22,2024-02-08,40.08,3
3335096,10,2024-02-05,11.79,2
3364991,27,2024-02-01,25.16,1
3373813,6,2024-02-03,0.00,0
3400270,6,2024-02-09,11.94,1
3400876,23,2024-02-01,32.99,3
3408096,12,2024-02-05,7.55,1
3412465,14,2024-02-06,3.08,1
3414896,15,2024-02-04,41.75,4
3423463,18,2024-02-01,17.58,2
3426435,14,2024-02-09,125.61,5
3427908,8,2024-02-10,26.24,1
3445335,1,2024-02-09,55.59,2
3455167,8,2024-02-06,14.37,2
3473014,30,2024-02-02,63.35,4
3491860,27,2024-02-03,93.54,5
3512791,22,2024-02-01,23.24,4
3535365,10,2024-02-02,5.78,1
3545217,25,2024-02-08,21.05,1
3582597,1,2024-02-05,25.10,2
3586693,29,2024-02-02,35.94,3
3606328,1,2024-02-09,15.56,2
3609451,25,2024-02-02,76.27,4
3627041,6,2024-02-01,79.03,3
3627766,27,2024-02-01,18.89,3
3631182,5,2024-02-05,51.55,4
3631674,16,2024-02-01,81.29,4
3634375,16,2024-02-06,63.48,4
3637499,23,2024-02-09,25.16,1
3648876,15,2024-02-08,8.56,1
3658587,3,2024-02-03,22.55,2
3658767,15,2024-02-06,22.50,2
3659755,27,2024-02-10,55.78,3
3662002,22,2024-02-02,81.22,4
3670306,7,2024-02-02,50.65,3
3692281,7,2024-02-01,33.52,1
3697614,10,2024-02-05,78.24,4
3711071,10,2024-02-10,31.77,3
3711280,30,2024-02-06,55.46,4
3714620,8,2024-02-07,40.01,4
3719927,2,2024-02-10,30.23,3
3722112,26,2024-02-08,80.45,4
3747391,9,2024-02-04,60.10,3
3759773,10,2024-02-06,78.86,5
3760255,30,2024-02-04,52.10,4
3761422,9,2024-02-05,61.65,3
3776497,30,2024-02-04,33.91,4
3785097,16,2024-02-02,12.66,1
3803301,27,2024-02-10,70.05,3
3804435,10,2024-02-02,74.59,4
3831392,11,2024-02-04,101.47,5
3843662,6,2024-02-08,44.30,5
3857474,3,2024-02-05,36.49,2
3872859,8,2024-02-02,22.60,1
3874270,12,2024-02-06,7.92,1
3896167,30,2024-02-01,81.02,5
3898227,6,2024-02-01,40.73,2
3899195,25,2024-02-06,0.51,1
3900455,17,2024-02-05,97.76,4
3903782,17,2024-02-01,25.32,1
3921246,9,2024-02-08,17.31,2
3922500,16,2024-02-01,84.41,5
3925650,5,2024-02-02,67.94,5
3932234,16,2024-02-05,7.86,2
3952291,8,2024-02-09,28.11,1
3953283,1,2024-02-10,9.27,1
3966854,5,2024-02-01,104.14,4
3984500,4,2024-02-03,94.18,5
4006253,19,2024-02-01,14.61,1
4007018,22,2024-02-02,20.88,3
4018899,26,2024-02-09,44.54,3
4031417,7,2024-02-09,62.63,4
4035971,10,2024-02-08,16.95,1
4040014,22,2024-02-01,46.61,2
4059923,12,2024-02-06,107.87,3
4071782,24,2024-02-06,18.71,3
4081862,10,2024-02-06,4.50,1
4093271,21,2024-02-10,46.04,3
4115574,16,2024-02-02,18.76,1
4117780,7,2024-02-04,6.31,2
4131166,29,2024-02-01,9.95,1
4165186,26,2024-02-08,14.48,1
4182261,13,2024-02-09,13.55,2
4187804,17,2024-02-06,37.59,2
4210596,23,2024-02-01,45.80,3
4216363,5,2024-02-02,94.01,5
4216437,6,2024-02-04,19.90,1
4221922,8,2024-02-09,55.47,4
4223784,5,2024-02-09,34.66,5
4225121,23,2024-02-06,61.15,4
4232947,22,2024-02-01,28.25,1
4239077,1,2024-02-01,14.48,1
4239082,12,2024-02-01,28.61,2
4270882,9,2024-02-03,6.75,1
4291589,22,2024-02-08,21.49,3
4302591,5,2024-02-10,29.35,2
4307412,12,2024-02-09,75.48,4
4313924,22,2024-02-06,62.41,3
4314270,6,2024-02-06,65.32,3
4331282,1,2024-02-01,60.22,2
4366060,26,2024-02-03,34.47,2
4372131,26,2024-02-05,51.52,3
4391028,26,2024-02-09,0.00,0
4399504,21,2024-02-03,113.24,5
4410639,5,2024-02-09,97.05,4
4411467,15,2024-02-10,72.76,4
4421466,10,2024-02-02,24.91,3
4426677,16,2024-02-03,30.58,4
4427853,5,2024-02-06,101.48,5
4439989,14,2024-02-01,0.00,0
4442445,3,2024-02-09,7.94,1
4452614,5,2024-02-08,44.17,5
4452634,12,2024-02-06,68.48,4
4459037,4,2024-02-01,104.21,4
4461036,3,2024-02-08,18.76,1
4477447,3,2024-02-01,14.16,1
4488784,18,2024-02-01,31.87,3
4495249,14,2024-02-02,42.86,3
4496708,28,2024-02-03,127.09,5
4505828,17,2024-02-01,45.20,2
4508545,25,2024-02-03,16.95,1
4516259,20,2024-02-01,71.96,3
4517901,7,2024-02-09,42.13,4
4531915,15,2024-02-02,50.90,3
4538797,13,2024-02-06,31.65,1
4554002,25,2024-02-02,17.12,1
4561531,3,2024-02-10,20.07,4
4564125,27,2024-02-02,56.10,3
4566944,4,2024-02-08,109.10,5
4585613,20,2024-02-09,22.43,2
4589145,2,2024-02-08,30.21,3
4590222,11,2024-02-09,18.32,1
4590286,15,2024-02-06,15.56,2
4618366,20,2024-02-04,63.13,4
4628337,11,2024-02-10,58.28,3
4637323,20,2024-02-10,14.84,1
4643956,1,2024-02-08,34.06,2
4666084,22,2024-02-10,28.11,1
4701325,2,2024-02-09,60.93,3
4710449,25,2024-02-01,37.90,3
4732216,20,2024-02-02,22.62,1
4740147,30,2024-02-06,35.89,3
4754675,21,2024-02-08,76.92,5
4763238,12,2024-02-04,86.24,5
4770458,8,2024-02-08,7.58,2
4819208,18,2024-02-09,8.42,1
4819743,5,2024-02-08,30.16,1
4824454,25,2024-02-01,66.86,5
4824866,8,2024-02-05,70.32,5
4828822,28,2024-02-04,28.25,1
4838677,29,2024-02-02,78.06,5
4847423,30,2024-02-02,48.42,4
4851919,24,2024-02-09,90.43,5
4879626,12,2024-02-02,79.19,4
4884286,22,2024-02-06,41.09,2
4887908,1,2024-02-01,24.35,1
4895668,14,2024-02-04,9.95,1
4906948,6,2024-02-10,7.32,2
4907756,2,2024-02-10,91.08,4
4919817,17,2024-02-08,0.00,0
4922944,16,2024-02-09,44.75,3
4924858,22,2024-02-08,37.22,2
4930309,8,2024-02-04,13.50,3
4933137,10,2024-02-01,33.90,2
4950890,21,2024-02-09,42.80,2
4985436,10,2024-02-01,54.01,4
4994021,11,2024-02-01,71.42,3
5000387,7,2024-02-09,19.33,3
5012635,3,2024-02-05,77.44,3
5013477,14,2024-02-08,47.15,1
5019832,1,2024-02-01,114.21,5
5032903,30,2024-02-06,28.90,1
5058032,3,2024-02-01,22.48,2
5059388,14,2024-02-07,61.80,4
5093721,12,2024-02-02,37.70,1
5107108,25,2024-02-10,16.84,1
5116821,5,2024-02-06,76.91,4
5131274,28,2024-02-04,45.63,2
5147859,17,2024-02-02,6.58,1
5150174,19,2024-02-10,36.64,1
5162951,21,2024-02-01,4.69,1
5165581,5,2024-02-01,73.18,3
5184457,12,2024-02-10,0.00,0
5193999,9,2024-02-01,77.75,5
5198244,5,2024-02-04,28.29,2
5198891,18,2024-02-01,96.90,4
5203482,23,2024-02-09,79.67,5
5251669,12,2024-02-01,7.65,1
5256037,16,2024-02-02,69.66,5
5269857,19,2024-02-09,51.88,4
5283277,25,2024-02-08,26.26,4
5301752,21,2024-02-05,46.70,3
5302760,19,2024-02-03,7.65,1
5307943,28,2024-02-01,22.47,4
5314269,15,2024-02-05,6.16,1
5315891,26,2024-02-02,32.80,1
5331182,9,2024-02-10,63.90,3
5334525,9,2024-02-04,23.26,2
5335718,6,2024-02-09,43.70,1
5342313,21,2024-02-01,24.83,3
5350933,11,2024-02-06,32.68,4
5379112,7,2024-02-01,105.26,4
5384871,20,2024-02-03,2.55,1
5387002,8,2024-02-03,88.75,4
5388965,30,2024-02-10,56.56,2
5432508,7,2024-02-02,75.60,4
5432811,25,2024-02-04,39.46,2
5456000,29,2024-02-04,145.47,5
5460119,3,2024-02-02,51.65,3
5484656,12,2024-02-09,19.90,1
5487123,5,2024-02-09,3.63,1
5493851,6,2024-02-02,16.45,1
5493957,20,2024-02-02,64.47,5
5497325,1,2024-02-06,22.26,1
5518385,10,2024-02-01,48.54,3
5528553,25,2024-02-01,27.03,4
5540614,29,2024-02-09,29.73,3
5541742,27,2024-02-01,26.71,2
5549886,19,2024-02-09,25.36,2
5570887,27,2024-02-05,68.06,4
5575219,11,2024-02-01,48.29,2
5575950,28,2024-02-01,43.70,1
5580521,24,2024-02-01,62.55,4
5595673,15,2024-02-09,18.46,2
5621217,26,2024-02-01,4.53,1
5621728,17,2024-02-09,28.11,1
5627475,27,2024-02-10,37.10,1
5639475,1,2024-02-10,54.20,3
5665909,27,2024-02-06,7.16,1
5680748,23,2024-02-05,9.44,1
5690661,9,2024-02-05,21.17,2
5702184,21,2024-02-06,23.15,2
5705808,25,2024-02-08,37.82,3
5709229,28,2024-02-06,18.88,1
5721484,30,2024-02-09,50.66,2
5740818,24,2024-02-04,39.94,4
5743965,2,2024-02-06,4.21,1
5747628,29,2024-02-09,62.80,2
5760591,21,2024-02-05,1.79,1
5765706,28,2024-02-02,64.30,5
5773448,28,2024-02-02,106.29,4
5787840,23,2024-02-06,72.15,5
5799453,30,2024-02-09,52.59,5
5829928,12,2024-02-02,85.48,5
5845133,25,2024-02-06,18.30,2
5851054,12,2024-02-01,1.98,1
5856392,15,2024-02-01,18.31,2
5860237,1,2024-02-04,77.36,4
5862375,10,2024-02-06,98.11,3
5866686,4,2024-02-02,35.31,2
5870189,22,2024-02-06,85.55,3
5886730,28,2024-02-01,9.38,1
5889243,3,2024-02-02,58.36,5
5914776,17,2024-02-05,42.80,1
5915205,8,2024-02-01,1.79,1
5930731,2,2024-02-02,80.45,4
5933775,3,2024-02-01,1.51,1
5936931,15,2024-02-05,26.22,2
5940120,27,2024-02-03,41.72,2
5972261,6,2024-02-06,59.38,2
5994923,4,2024-02-04,83.38,4
6006550,29,2024-02-01,31.24,4
6040727,7,2024-02-04,132.85,5
6049593,30,2024-02-04,8.37,2
6054724,25,2024-02-01,109.10,5
6059335,10,2024-02-10,22.81,3
6061074,12,2024-02-08,46.64,2
6061794,16,2024-02-01,30.34,3
6099932,29,2024-02-09,28.76,2
6135843,11,2024-02-01,11.91,1
6135972,10,2024-02-09,28.75,2
6158368,29,2024-02-09,92.05,4
6163175,1,2024-02-03,54.52,4
6164660,4,2024-02-06,46.28,4
6165315,11,2024-02-01,62.46,5
6165860,6,2024-02-06,43.11,2
6169963,7,2024-02-01,82.42,3
6171827,21,2024-02-08,45.61,5
6181378,26,2024-02-01,25.21,2
6196012,30,2024-02-08,26.92,2
6220695,9,2024-02-08,46.74,3
6236348,24,2024-02-04,51.63,3
6244944,30,2024-02-02,18.89,3
6261573,4,2024-02-08,76.58,3
6278838,2,2024-02-09,39.16,3
6283634,28,2024-02-01,58.37,5
6287772,12,2024-02-10,67.49,3
6307135,18,2024-02-01,6.56,1
6330414,4,2024-02-03,39.50,3
6336279,13,2024-02-06,3.02,1
6346839,28,2024-02-01,20.45,1
6356808,3,2024-02-03,47.33,3
6363225,22,2024-02-01,1.51,1
6379827,6,2024-02-09,0.00,0
6392959,11,2024-02-10,1.54,1
6399703,14,2024-02-10,38.82,4
6401968,18,2024-02-01,54.21,4
6406027,2,2024-02-06,24.08,2
6412800,1,2024-02-09,11.32,2
6415757,3,2024-02-01,47.60,3
6453106,26,2024-02-02,29.30,2
6462488,3,2024-02-01,48.06,3
6462802,30,2024-02-02,1.79,1
6476642,18,2024-02-10,11.94,1
6479384,27,2024-02-08,41.60,3
6485489,20,2024-02-09,74.40,5
6488141,15,2024-02-01,22.70,4
6489872,23,2024-02-06,6.58,1
6496497,23,2024-02-02,40.95,2
6502294,11,2024-02-01,30.91,3
6519972,1,2024-02-09,32.55,1
6522580,8,2024-02-08,10.13,2
6525943,25,2024-02-09,12.79,3
6527163,23,2024-02-01,32.80,1
6532864,18,2024-02-10,64.49,3
6538652,16,2024-02-04,26.38,2
6551883,6,2024-02-01,13.05,2
6568628,29,2024-02-02,32.89,3
6573221,11,2024-02-09,23.96,3
6574253,10,2024-02-06,9.38,1
6582735,23,2024-02-04,11.56,1
6609173,7,2024-02-01,8.56,1
6615504,10,2024-02-05,37.87,4
6618178,28,2024-02-06,6.18,1
6626573,12,2024-02-04,64.96,5
6626855,19,2024-02-05,44.56,4
6635876,21,2024-02-09,50.35,4
6638021,6,2024-02-08,21.27,2
6643806,14,2024-02-01,8.18,1
6662589,23,2024-02-09,5.65,1
6668772,26,2024-02-02,65.94,4
6679568,10,2024-02-10,25.74,3
6680463,6,2024-02-08,51.96,4
6688779,28,2024-02-10,28.25,1
6689506,1,2024-02-02,62.01,3
6690161,20,2024-02-02,17.87,2
6706277,20,2024-02-08,46.19,4
6711261,27,2024-02-01,17.75,2
6711569,17,2024-02-08,66.31,5
6742995,14,2024-02-01,43.11,4
6757342,7,2024-02-10,46.67,3
6762704,15,2024-02-06,7.24,1
6774989,23,2024-02-06,54.30,4
6779510,12,2024-02-05,48.91,3
6800850,21,2024-02-05,57.59,3
6805645,25,2024-02-01,86.59,5
6827715,17,2024-02-10,23.79,2
6830748,18,2024-02-02,44.70,4
6837752,20,2024-02-09,21.59,3
6858849,10,2024-02-06,55.40,2
6872420,29,2024-02-06,50.96,4
6876300,24,2024-02-01,76.67,4
6878588,2,2024-02-09,37.70,1
6897640,2,2024-02-06,39.66,4
6903829,29,2024-02-09,104.44,5
6909041,1,2024-02-09,110.86,4
6915859,26,2024-02-04,9.14,2
6919081,9,2024-02-01,34.03,3
6923641,15,2024-02-06,32.84,2
6932788,10,2024-02-04,25.32,1
6942529,16,2024-02-09,1.79,1
6950933,27,2024-02-01,24.45,3
6955798,7,2024-02-09,22.26,1
6966755,6,2024-02-03,45.43,3
7002993,4,2024-02-10,11.96,2
7003831,27,2024-02-08,26.20,2
7004015,1,2024-02-08,40.83,2
7012771,6,2024-02-08,4.28,1
7019148,11,2024-02-04,43.61,3
7019560,8,2024-02-08,78.08,5
7032732,18,2024-02-04,10.70,2
7037575,4,2024-02-01,78.35,3
7078346,7,2024-02-03,137.00,5
7083800,1,2024-02-03,41.23,4
7087004,15,2024-02-10,7.26,1
7108844,14,2024-02-01,9.74,1
7137251,18,2024-02-09,11.25,1
7155865,5,2024-02-02,25.77,2
7173053,7,2024-02-03,62.48,5
7190568,3,2024-02-10,43.11,3
7197476,11,2024-02-10,41.41,3
7222233,7,2024-02-08,53.98,3
7242556,5,2024-02-04,16.45,1
7249895,1,2024-02-09,0.00,0
7257075,2,2024-02-10,12.66,1
7296914,8,2024-02-01,49.23,3
7326845,16,2024-02-08,63.71,5
7330002,23,2024-02-09,79.01,5
7338367,8,2024-02-06,36.03,4
7341232,3,2024-02-02,15.45,1
7344041,7,2024-02-01,24.05,2
7345677,10,2024-02-07,59.64,3
7361149,20,2024-02-03,120.85,5
7373290,16,2024-02-09,69.48,5
7383860,30,2024-02-08,26.09,3
7390364,26,2024-02-09,50.35,2
7390610,30,2024-02-02,82.16,5
7395299,25,2024-02-06,37.96,4
7409518,8,2024-02-09,29.24,2
7410674,15,2024-02-02,9.27,1
7412068,14,2024-02-06,26.65,2
